0	0	0	0.0	7337	12506	298.0	7287	12500
0	1	5	0.0	5651	20112	31.53125	5684	20115
0	2	1	0.0	20734	19128	132.0	20671	19219
0	3	2	0.0	14324	16185	252.25	14279	16034
0	4	0	0.0	11299	27190	298.0	11251	27326
1	0	0	0.16898897063106277	7287	12500	298.0	7232	12502
1	0	0	0.35367471433330455	7232	12502	448.0	7258	12399
1	4	0	0.4839666141562401	11251	27326	298.0	11148	27477
1	0	0	0.5907972157455923	7258	12399	448.0	7289	12326
1	3	2	0.6246290820139151	14279	16034	252.25	14067	16065
1	0	0	0.7678273948428991	7289	12326	448.0	7293	12316
1	0	0	0.7918683091604638	7293	12316	448.0	7422	12174
1	2	1	0.8384827129234339	20671	19219	504.5	19984	18800
0	5	0	1.0	10523	19926	298.0	10361	19971
0	6	5	1.0	9796	14690	31.53125	9791	14748
0	7	0	1.0	16149	28406	198.0	15895	28515
0	8	0	1.0	16488	11887	298.0	16510	11920
0	9	0	1.0	11401	18098	88.00000000000001	11404	18045
1	1	5	1.050896588354784	5684	20115	31.53125	5920	20141
1	4	0	1.0973358274455767	11148	27477	298.0	11148	27558
1	8	0	1.133090818892966	16510	11920	298.0	16510	11941
1	8	0	1.203560617550684	16510	11941	298.0	16548	12107
1	0	0	1.2200966409478506	7422	12174	448.0	7545	12033
1	4	0	1.3691479079824895	11148	27558	298.0	10666	27643
1	3	2	1.4740028046669174	14067	16065	252.25	13749	16113
1	5	0	1.564207635001425	10361	19971	448.00000000000006	10359	19845
1	9	0	1.6032367927266815	11404	18045	88.0	11385	17891
1	0	0	1.6377519837026544	7545	12033	448.0	7578	11995
1	0	0	1.7500933188112402	7578	11995	448.0	7617	11949
1	8	0	1.775016535870362	16548	12107	298.0	16609	12379
1	5	0	1.845493063608985	10359	19845	448.0	10359	19726
1	0	0	1.8847083749122635	7617	11949	448.0	7665	11911
0	10	0	2.0	10118	22367	298.0	10268	22362
0	11	0	2.0	15810	10529	132.0	15794	10449
0	12	0	2.0	13934	18129	448.0	13888	18134
0	13	1	2.0	12991	5748	132.0	13394	5841
0	14	1	2.0	14176	10714	298.0	14260	10517
1	0	0	2.0213621951356027	7665	11911	448.0	7744	11851
1	12	0	2.1032833509041007	13888	18134	448.0	13829	18134
1	5	0	2.111118063608985	10359	19726	448.0	10358	19559
1	12	0	2.2349797794755295	13829	18134	448.0	13632	18108
1	0	0	2.2427948167863487	7744	11851	448.0	7829	11793
1	7	0	2.395959961408539	15895	28515	298.0	15782	28297
1	2	1	2.433512421245771	19984	18800	504.5	19285	18368
1	0	0	2.472488715940578	7829	11793	448.0	7863	11772
1	5	0	2.4838926037543825	10358	19559	447.99999999999994	10381	19245
1	10	0	2.5036352691209274	10268	22362	298.0	10279	22362
1	10	0	2.54054802079878	10279	22362	298.0	10281	22362
1	10	0	2.547259430194753	10281	22362	298.0	10260	22251
1	0	0	2.5616906855954356	7863	11772	447.99999999999994	8089	11636
1	11	0	2.61806297134458	15794	10449	132.0	15731	10313
1	12	0	2.678525156629195	13632	18108	447.99999999999994	13481	18095
1	8	0	2.710439911209588	16609	12379	298.0	16655	12590
1	14	1	2.718661591523709	14260	10517	298.0	14036	10426
1	3	2	2.7489373489609807	13749	16113	252.25	13601	16136
1	6	5	2.8462673795460547	9791	14748	31.53125	9718	15007
1	10	0	2.926350109062459	10260	22251	298.0	10260	22202
0	15	2	3.0	10745	17967	252.25	10717	18211
0	16	0	3.0	3718	17194	298.0	3730	17199
0	17	3	3.0	5787	21968	126.125	5897	21875
0	18	0	3.0	7867	20950	198.0	7897	20924
0	19	0	3.0	18695	13634	132.0	18690	13547
1	4	0	3.011555398454432	10666	27643	672.0	10692	27851
1	12	0	3.01682553505925	13481	18095	448.0	13453	18083
1	16	0	3.0436241610738257	3730	17199	298.0	3833	17238
1	12	0	3.084823509218749	13453	18083	448.0	13357	18042
1	10	0	3.0907796392638014	10260	22202	298.0	10335	21986
1	0	0	3.150451951140412	8089	11636	448.0	8436	11428
1	5	0	3.1866632060504165	10381	19245	448.0	10417	19094
1	18	0	3.2004993256694867	7897	20924	198.0	7846	20851
1	7	0	3.2199409333570648	15782	28297	298.0	15600	28376
1	12	0	3.3178339929377425	13357	18042	448.0	13245	17967
1	4	0	3.323487989906459	10692	27851	672.0	10714	27981
1	3	2	3.34269949032631	13601	16136	252.25	13378	16200
1	9	0	3.3665055571347597	11385	17891	88.0	11362	17784
1	16	0	3.4132089906646543	3833	17238	298.0	3740	17459
1	8	0	3.4351245220817237	16655	12590	298.0	16756	12872
1	4	0	3.5196909628094293	10714	27981	672.0	10746	28041
1	14	1	3.5299999289344055	14036	10426	298.0	13868	10359
1	5	0	3.533163394247939	10417	19094	448.00000000000006	10447	18930
1	12	0	3.6187099595047867	13245	17967	448.0	13180	17911
1	4	0	3.6208814389999056	10746	28041	672.0	10938	28315
1	18	0	3.6502495652834908	7846	20851	298.0	8001	20731
1	19	0	3.6601784826980106	18690	13547	132.0	18661	13432
1	11	0	3.753542425341857	15731	10313	132.0	15668	10202
1	12	0	3.8102194914583727	13180	17911	448.0	13082	17872
1	10	0	3.8580628209668038	10335	21986	298.0	10405	21795
1	7	0	3.8857333799955125	15600	28376	298.0	15428	28448
1	5	0	3.9053092075759284	10447	18930	448.0	10472	18718
1	15	2	3.9736424298439643	10717	18211	252.25000000000003	10672	18526
0	20	0	4.0	12393	19662	672.0	12458	19813
0	21	1	4.0	9018	7412	298.0	9182	7182
0	22	0	4.0	3580	19424	298.0	3535	19414
0	23	0	4.0	7005	19793	298.0	6917	19814
0	24	2	4.0	13378	13532	252.25	13302	13512
1	12	0	4.045655017236598	13082	17872	448.0	13025	17864
1	0	0	4.053499269669486	8436	11428	448.0	8610	11318
1	2	1	4.062294890003234	19285	18368	504.5	19071	18261
1	4	0	4.118759945635425	10938	28315	672.0	10979	28372
1	14	1	4.136937360849078	13868	10359	504.49999999999994	13932	9948
1	17	3	4.142082313707718	5897	21875	126.125	5933	21834
1	22	0	4.154690343243169	3535	19414	298.0	3608	19190
1	12	0	4.17413418180051	13025	17864	298.0	13018	17708
1	16	0	4.217808735018906	3740	17459	298.0	3687	17583
1	4	0	4.22324500326365	10979	28372	672.0	11147	28595
1	20	0	4.24463670192697	12458	19813	672.0	12466	19807
1	20	0	4.259517654307922	12466	19807	672.0	12492	19861
1	3	2	4.262430531604421	13378	16200	252.25	13337	16220
1	23	0	4.30359392558882	6917	19814	298.0	6927	19906
1	18	0	4.3080447258174726	8001	20731	298.0	8044	20726
1	24	2	4.311546207403584	13302	13512	252.25	13199	13747
1	20	0	4.348704107068468	12492	19861	672.0	12517	19916
1	5	0	4.381802438155614	10472	18718	298.0	10567	17947
1	20	0	4.438607722943428	12517	19916	672.0	12780	20082
1	8	0	4.4402967234743524	16756	12872	298.0	16749	12886
1	3	2	4.443274848400568	13337	16220	252.25	13265	16258
1	18	0	4.453312248112193	8044	20726	298.0	8119	20752
1	8	0	4.492821810194146	16749	12886	671.9999999999999	16565	13211
1	7	0	4.511444092522045	15428	28448	298.0	15392	28001
1	0	0	4.512995513908096	8610	11318	448.00000000000006	8878	11148
1	2	1	4.536545184537382	19071	18261	504.5	18950	18236
1	10	0	4.540691022922532	10405	21795	298.0	10421	21718
1	19	0	4.558664608712739	18661	13432	132.0	18642	13127
