0	0	1	0.0	13251	19482	504.5	13131	19562
0	1	0	0.0	10684	6627	298.0	10460	6481
0	2	2	0.0	13620	13898	252.24999999999997	13592	13921
0	3	1	0.0	13207	20002	298.0	13168	20046
0	4	1	0.0	6655	18344	298.0	6747	18244
0	5	1	0.0	12389	15953	298.0	12413	15967
0	6	0	0.0	14099	10231	298.0	14036	10426
0	7	0	0.0	15081	22665	298.0	15061	22555
0	8	2	0.0	8221	24197	252.24999999999997	8332	24096
0	9	0	0.0	10281	9798	298.0	10283	9839
0	10	0	0.0	13119	25483	298.0	13222	25435
0	11	0	0.0	9770	15558	448.0	9910	15668
0	12	1	0.0	9010	23682	504.50000000000006	8833	23758
0	13	1	0.0	12843	18183	88.0	12726	18178
0	14	0	0.0	11823	20094	298.0	11794	19947
0	15	0	0.0	17328	14734	298.0	17262	14729
0	16	0	0.0	10804	27247	298.0	10750	27250
0	17	2	0.0	16350	11674	132.0	16164	11489
0	18	1	0.0	4634	17805	504.5	4744	17794
0	19	0	0.0	5044	20045	298.0	5350	20077
0	20	1	0.0	16095	13661	298.0	16197	13569
0	21	0	0.0	16270	8533	298.0	16260	8497
0	22	1	0.0	10922	13624	504.5	10808	13522
0	23	3	0.0	10024	12071	126.125	10162	12317
0	24	2	0.0	5063	18048	252.24999999999997	5079	18012
0	25	0	0.0	19952	11778	672.0	19839	11744
0	26	2	0.0	15365	12631	252.25	15352	12605
0	27	0	0.0	8999	17810	298.0	9111	17663
0	28	1	0.0	13202	30494	298.0	13316	30554
0	29	2	0.0	4645	18540	252.25	4657	18633
0	30	1	0.0	8088	7799	298.0	8154	7766
0	31	0	0.0	9567	15575	298.0	9567	15699
0	32	3	0.0	15701	15422	126.125	15690	15422
0	33	0	0.0	11281	8884	298.0	11231	9137
0	34	0	0.0	11689	16865	448.0	11711	16906
0	35	0	0.0	9899	5335	198.0	9755	5240
0	36	2	0.0	15645	18513	252.25	15301	18562
0	37	1	0.0	10504	17322	298.0	10651	17366
0	38	1	0.0	7857	20064	298.0	7868	19924
0	39	1	0.0	3143	18848	298.0	3398	18801
0	40	2	0.0	10650	6304	252.25	10617	6342
0	41	1	0.0	10303	10364	298.0	10291	10020
0	42	1	0.0	6320	21136	298.0	6515	20952
0	43	0	0.0	13518	10161	448.0	13584	10199
0	44	1	0.0	10627	13762	298.0	10654	13765
0	45	0	0.0	10307	22550	672.0	9878	22978
0	46	0	0.0	11579	18731	198.0	11570	18739
0	47	2	0.0	13312	18813	252.25000000000003	13241	18684
0	48	2	0.0	15265	15393	252.25	15243	15373
0	49	0	0.0	15977	10655	132.0	16045	10742
0	50	0	0.0	10653	29001	298.0	10690	28920
0	51	1	0.0	13454	19256	504.5	13437	19159
0	52	1	0.0	9142	21658	198.0	9190	21674
0	53	0	0.0	7857	20064	298.0	7868	19924
0	54	4	0.0	12734	18479	63.0625	12292	18433
0	55	0	0.0	10433	4168	298.0	10336	4212
0	56	0	0.0	1314	23698	132.0	1771	23689
0	57	1	0.0	2599	19214	298.0	2525	19201
0	58	0	0.0	19922	17911	132.0	19910	17942
0	59	1	0.0	15703	15993	298.0	15649	15955
0	60	0	0.0	15769	13537	298.0	15639	13648
0	61	2	0.0	10654	13765	252.25	10627	13762
0	62	0	0.0	10670	14592	448.0	11090	14578
0	63	5	0.0	8947	10209	31.531250000000004	8960	10219
0	64	0	0.0	11640	24394	298.0	11462	24326
0	65	0	0.0	4265	18629	298.0	4265	18516
0	66	0	0.0	18810	21021	132.0	18820	20992
0	67	1	0.0	15784	8432	298.0	15647	8455
0	68	0	0.0	15361	11342	132.0	15608	11318
0	69	3	0.0	5005	18007	126.125	5063	18048
0	70	0	0.0	10651	17366	298.00000000000006	10727	17390
0	71	1	0.0	10999	16742	298.0	11081	16715
0	72	0	0.0	9703	12834	298.0	9599	12644
0	73	2	0.0	9710	21353	252.25	9764	21350
0	74	1	0.0	16022	27902	298.0	16048	27961
0	75	4	0.0	10278	25807	63.0625	10332	25827
0	76	0	0.0	7453	24355	298.0	7525	24530
0	77	0	0.0	11196	15913	298.0	11513	15775
0	78	1	0.0	11334	28088	198.00000000000003	11423	28024
0	79	0	0.0	11024	21531	672.0	11051	21456
0	80	0	0.0	10338	15046	298.0	10260	15002
0	81	0	0.0	20077	12394	298.0	20076	12345
0	82	1	0.0	12744	7813	132.0	12705	7871
0	83	0	0.0	2642	19385	298.0	2667	19366
0	84	2	0.0	11791	21416	252.25	11945	21525
0	85	4	0.0	9111	17663	63.0625	9207	17724
0	86	0	0.0	11952	24726	298.0	11940	24890
0	87	0	0.0	12854	10940	298.0	12820	11124
0	88	2	0.0	10175	9160	252.25	10170	8913
0	89	1	0.0	13698	19705	298.0	13733	19679
0	90	0	0.0	9808	5552	298.0	9940	6003
0	91	1	0.0	13733	19679	298.0	13782	19641
0	92	0	0.0	17487	12623	132.0	17453	12516
0	93	2	0.0	15604	17214	252.25	15563	17613
0	94	0	0.0	12388	21150	298.0	12371	21017
0	95	1	0.0	5427	20085	298.0	5651	20112
0	96	0	0.0	10017	11680	298.0	10139	11868
0	97	0	0.0	12430	13477	298.0	12492	13426
0	98	2	0.0	12081	16370	252.25	12061	16380
0	99	0	0.0	15313	13583	448.0	15481	13769
0	100	0	0.0	11505	10961	298.0	11488	10913
0	101	0	0.0	11689	16865	448.0	11711	16906
0	102	1	0.0	10104	13073	298.0	10277	12973
0	103	0	0.0	20758	22843	132.0	20763	21909
0	104	5	0.0	12905	30676	31.53125	12964	30823
0	105	1	0.0	9584	7304	298.0	9622	7164
0	106	2	0.0	9842	19614	252.25	9972	19580
0	107	1	0.0	14506	15778	298.0	14556	15856
0	108	0	0.0	15252	13250	298.0	15348	13347
0	109	0	0.0	8206	19139	298.0	8210	19068
0	110	0	0.0	15429	6540	132.0	15545	6810
0	111	0	0.0	9599	16022	298.0	9610	16083
0	112	2	0.0	10500	4101	252.24999999999997	10485	4125
0	113	0	0.0	4143	19646	298.0	4111	19667
0	114	0	0.0	8415	20760	672.0	8471	20473
0	115	0	0.0	11069	23712	298.0	11159	23760
0	116	1	0.0	14883	18948	298.0	14888	18909
0	117	0	0.0	8230	22942	198.0	8316	22990
0	118	2	0.0	9103	15750	252.25	9175	15711
0	119	1	0.0	5877	19607	298.0	6136	19581
0	120	1	0.0	8983	11081	447.99999999999994	9097	11009
0	121	1	0.0	19984	18544	504.5	19960	17156
0	122	0	0.0	11258	17810	198.0	11241	17738
0	123	0	0.0	15147	5675	132.0	15011	5683
0	124	0	0.0	18740	10204	1009.0	18304	8784
0	125	1	0.0	9052	20351	298.0	8991	20385
0	126	0	0.0	8679	18894	298.0	8706	18979
0	127	3	0.0	4791	19228	126.125	4791	19244
0	128	0	0.0	13316	7468	1009.0	13444	8248
0	129	2	0.0	2667	19366	252.24999999999997	2735	19273
0	130	1	0.0	17258	11084	448.0	17584	11395
0	131	2	0.0	12739	18535	252.25	12715	18633
0	132	0	0.0	8121	19951	298.0	8161	19951
